,lead_number,lead_origin,lead_source,do_not_email,converted,totalvisits,ttime_on_site,pg_view_pv,last_activity,country,specialization,curr_occupation,reason_behind_course,tags,city,avail_free_copy
6974,596128,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
6975,596113,Landing Page Submission,Direct Traffic,1,0,2.0,143.0,2.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,Already a student,Mumbai,1
6976,596104,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0
6977,596069,Lead Add Form,Reference,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
6978,596064,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,,Mumbai,0
6979,596060,API,Olark Chat,0,1,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
6980,596057,API,Google,0,1,2.0,888.0,1.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
6981,596054,API,Direct Traffic,0,0,2.0,381.0,2.0,SMS Sent,Uganda,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
6982,596035,Lead Add Form,Reference,0,1,3.2206964736899923,365.0,2.2589443040755794,Approached upfront,India,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0
6983,596023,Landing Page Submission,Direct Traffic,1,0,2.0,1477.0,2.0,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,,Mumbai,0
6984,596017,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,Services Excellence,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
6985,596007,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
6986,596002,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
6987,596001,Landing Page Submission,Direct Traffic,0,0,2.0,1669.0,2.0,SMS Sent,Italy,Operations Management,Unemployed,Better Career Prospects,number not provided,Other Cities,1
6988,595996,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
6989,595988,API,Olark Chat,0,1,9.0,932.0,3.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,,Thane & Outskirts,1
6990,595985,Landing Page Submission,Organic Search,0,1,11.0,213.0,4.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
6991,595983,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Already a student,Mumbai,0
6992,595973,API,Google,0,0,4.0,554.0,4.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
6993,595972,API,Google,0,0,2.0,360.0,2.0,Email Opened,India,Marketing Management,Student,Better Career Prospects,Already a student,Mumbai,0
6994,595970,Landing Page Submission,Google,0,1,4.0,1385.0,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Busy,Mumbai,1
6995,595962,Landing Page Submission,Organic Search,0,1,10.0,1441.0,3.33,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,,Mumbai,1
6996,595952,Landing Page Submission,Organic Search,0,1,5.0,1184.0,5.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1
6997,595949,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
6998,595948,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
6999,595945,Lead Add Form,Welingak Website,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
7000,595913,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
7001,595906,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
7002,595903,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
7003,595902,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
7004,595888,Landing Page Submission,Organic Search,0,0,9.0,143.0,3.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,,Mumbai,1
7005,595881,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,Finance Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
7006,595872,Landing Page Submission,Direct Traffic,0,0,2.0,663.0,2.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,,Thane & Outskirts,1
7007,595865,API,Organic Search,0,0,3.0,105.0,1.0,Email Opened,India,,Working Professional,Better Career Prospects,Already a student,Mumbai,0
7008,595853,Landing Page Submission,Direct Traffic,0,1,2.0,1603.0,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,,Thane & Outskirts,1
7009,595852,API,Direct Traffic,0,1,11.0,724.0,2.17,Email Opened,India,Travel and Tourism,Working Professional,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
7010,595846,API,Olark Chat,0,0,0.0,0.0,0.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,,Mumbai,0
7011,595840,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
7012,595834,API,Olark Chat,0,0,4.0,416.0,2.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
7013,595825,Landing Page Submission,Organic Search,0,1,9.0,1354.0,3.0,Email Opened,United Arab Emirates,Travel and Tourism,Unemployed,Better Career Prospects,Closed by Horizzon,Other Cities,1
7014,595811,Landing Page Submission,Google,0,1,6.0,969.0,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
7015,595810,API,Olark Chat,1,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
7016,595801,API,Olark Chat,0,0,0.0,0.0,0.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
7017,595799,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
7018,595797,Landing Page Submission,Direct Traffic,0,1,5.0,1763.0,1.67,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,,Other Cities,1
7019,595777,Landing Page Submission,Direct Traffic,0,1,2.0,143.0,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,1
7020,595776,API,Olark Chat,0,0,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
7021,595775,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Olark Chat Conversation,India,Finance Management,Working Professional,Better Career Prospects,Closed by Horizzon,Mumbai,0
7022,595774,Landing Page Submission,Direct Traffic,0,0,4.0,13.0,2.0,Email Link Clicked,India,Operations Management,Unemployed,Better Career Prospects,Already a student,Mumbai,1
7023,595769,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Already a student,Mumbai,0
7024,595759,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
7025,595756,Landing Page Submission,Google,0,0,4.0,225.0,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,switched off,Mumbai,0
7026,595743,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
7027,595739,API,Google,0,0,2.0,16.0,1.0,Olark Chat Conversation,India,,Student,Better Career Prospects,Already a student,Mumbai,0
7028,595732,API,Google,0,0,5.0,143.0,2.5,Page Visited on Website,India,,Student,Better Career Prospects,Already a student,Mumbai,0
7029,595730,Landing Page Submission,Direct Traffic,0,0,2.0,24.0,2.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),Thane & Outskirts,0
7030,595728,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
7031,595724,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
7032,595720,Landing Page Submission,Direct Traffic,0,0,2.0,1328.0,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
7033,595717,Lead Add Form,Welingak Website,1,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
7034,595712,Landing Page Submission,Direct Traffic,0,0,2.0,238.0,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,,Mumbai,1
7035,595710,API,Google,1,1,3.0,156.0,1.5,SMS Sent,India,,Unemployed,Better Career Prospects,Busy,Mumbai,0
7036,595703,API,Google,0,1,2.0,1311.0,1.0,SMS Sent,India,Marketing Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
7037,595702,Landing Page Submission,Google,0,1,3.0,519.0,3.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,,Mumbai,0
7038,595701,API,Olark Chat,1,0,0.0,0.0,0.0,Email Bounced,India,Marketing Management,Working Professional,Better Career Prospects,Lost to Others,Other Cities,0
7039,595690,Lead Add Form,Welingak Website,0,1,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
7040,595681,API,Google,0,1,3.0,1575.0,3.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
7041,595656,API,Olark Chat,0,0,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Busy,Mumbai,0
7042,595645,Landing Page Submission,Direct Traffic,0,0,5.0,1675.0,5.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
7043,595632,Landing Page Submission,Google,0,1,4.0,1766.0,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,,Mumbai,1
7044,595623,Landing Page Submission,Direct Traffic,0,0,4.0,237.0,4.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,,Mumbai,1
7045,595620,Lead Add Form,Welingak Website,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
7046,595619,API,Direct Traffic,1,0,7.0,157.0,3.5,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
7047,595608,API,Google,0,0,2.0,1148.0,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
7048,595607,Landing Page Submission,Organic Search,0,1,9.0,1233.0,4.5,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,,Other Cities,1
7049,595604,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Already a student,Mumbai,0
7050,595602,API,Google,0,1,3.0,1152.0,3.0,Email Opened,India,E-COMMERCE,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
7051,595596,Landing Page Submission,Organic Search,0,1,4.0,1224.0,4.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
7052,595589,API,Organic Search,0,1,11.0,1125.0,3.0,Page Visited on Website,India,Operations Management,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0
7053,595576,API,Google,0,1,4.0,1483.0,2.0,Had a Phone Conversation,India,Supply Chain Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
7054,595571,Landing Page Submission,Direct Traffic,0,0,2.0,33.0,2.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,,Mumbai,1
7055,595564,Landing Page Submission,Direct Traffic,0,1,3.0,69.0,3.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,1
7056,595555,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
7057,595524,Landing Page Submission,Direct Traffic,0,1,5.0,2058.0,5.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Interested in Next batch,Mumbai,1
7058,595520,Landing Page Submission,Organic Search,1,0,10.0,155.0,5.0,Page Visited on Website,India,Travel and Tourism,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,1
7059,595517,API,Google,0,0,8.0,963.0,6.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,Interested in other courses,Other Cities of Maharashtra,0
7060,595511,API,Olark Chat,0,0,3.0,1440.0,1.5,Olark Chat Conversation,India,Marketing Management,Unemployed,Better Career Prospects,,Other Cities,0
7061,595498,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
7062,595488,Landing Page Submission,Organic Search,0,0,6.0,288.0,3.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,switched off,Other Metro Cities,1
7063,595473,Landing Page Submission,Direct Traffic,0,1,4.0,1147.0,4.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,,Mumbai,1
7064,595464,API,Organic Search,0,1,7.0,1247.0,6.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,,Thane & Outskirts,1
7065,595450,Landing Page Submission,Direct Traffic,0,0,4.0,1376.0,4.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
7066,595422,Landing Page Submission,Direct Traffic,0,0,2.0,5.0,2.0,Email Opened,South Africa,Marketing Management,Unemployed,Better Career Prospects,invalid number,Other Cities,1
7067,595414,Landing Page Submission,Direct Traffic,1,0,1.0,190.0,1.0,Email Bounced,India,Marketing Management,Unemployed,Better Career Prospects,Already a student,Mumbai,1
7068,595413,Landing Page Submission,Direct Traffic,0,0,4.0,3.0,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Busy,Mumbai,1
7069,595399,Landing Page Submission,Direct Traffic,0,0,2.0,197.0,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,,Mumbai,1
7070,595392,Landing Page Submission,Direct Traffic,0,1,3.0,521.0,3.0,SMS Sent,India,Finance Management,Student,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1
7071,595388,Landing Page Submission,Google,0,0,4.0,275.0,4.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,0
7072,595387,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
7073,595359,API,Google,0,0,5.0,140.0,5.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,,Other Cities of Maharashtra,0
7074,595322,Landing Page Submission,Direct Traffic,0,0,2.0,1163.0,2.0,Converted to Lead,India,International Business,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,1
7075,595294,Landing Page Submission,Direct Traffic,0,0,2.0,437.0,2.0,Email Opened,India,Hospitality Management,Student,Better Career Prospects,Already a student,Mumbai,1
7076,595269,Landing Page Submission,Direct Traffic,0,1,2.0,84.0,2.0,SMS Sent,Saudi Arabia,Supply Chain Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1
7077,595263,Landing Page Submission,Google,0,0,5.0,459.0,5.0,Email Opened,India,Human Resource Management,Student,Better Career Prospects,Interested  in full time MBA,Mumbai,0
7078,595253,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
7079,595249,Landing Page Submission,Direct Traffic,0,0,2.0,293.0,2.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,Already a student,Thane & Outskirts,1
7080,595243,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
7081,595237,Landing Page Submission,Google,0,1,3.0,730.0,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
7082,595230,Landing Page Submission,Direct Traffic,0,1,2.0,1534.0,2.0,SMS Sent,India,Healthcare Management,Working Professional,Better Career Prospects,Will revert after reading the email,Other Cities,1
7083,595223,API,Olark Chat,0,0,4.0,10.0,2.0,Form Submitted on Website,India,Finance Management,Unemployed,Better Career Prospects,Already a student,Mumbai,0
7084,595222,Landing Page Submission,Google,0,0,5.0,461.0,5.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,,Other Cities of Maharashtra,0
7085,595214,Landing Page Submission,Direct Traffic,0,1,2.0,762.0,2.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1
7086,595209,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
7087,595189,Landing Page Submission,Google,0,0,5.0,279.0,2.5,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,,Mumbai,0
7088,595182,Landing Page Submission,Google,0,0,3.0,291.0,1.5,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,Already a student,Mumbai,1
7089,595178,Landing Page Submission,Organic Search,0,1,11.0,1290.0,3.5,Email Opened,India,Travel and Tourism,Working Professional,Better Career Prospects,Closed by Horizzon,Other Cities,1
7090,595176,Landing Page Submission,Google,0,0,3.0,135.0,1.5,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,Ringing,Other Cities,0
7091,595167,API,Olark Chat,0,1,2.0,662.0,1.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
7092,595151,Landing Page Submission,Organic Search,0,0,11.0,1494.0,6.0,SMS Sent,India,International Business,Unemployed,Better Career Prospects,Ringing,Mumbai,1
7093,595147,Landing Page Submission,Direct Traffic,0,0,11.0,1996.0,4.0,Page Visited on Website,India,Business Administration,Unemployed,Better Career Prospects,Ringing,Mumbai,1
7094,595141,API,Organic Search,0,1,4.0,1833.0,4.0,SMS Sent,India,Media and Advertising,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
7095,595137,Landing Page Submission,Direct Traffic,0,1,7.0,1058.0,1.75,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,,Mumbai,1
7096,595135,Landing Page Submission,Direct Traffic,0,1,3.0,1449.0,1.5,SMS Sent,India,Human Resource Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,1
7097,595086,Landing Page Submission,Direct Traffic,0,0,2.0,465.0,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,1
7098,595075,Landing Page Submission,Google,0,1,8.0,1775.0,2.67,Email Opened,India,Business Administration,Working Professional,Better Career Prospects,Closed by Horizzon,Thane & Outskirts,0
7099,595073,Landing Page Submission,Google,0,1,4.0,887.0,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
7100,595060,Landing Page Submission,Google,1,1,3.0,1738.0,3.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
7101,595041,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),Mumbai,0
7102,595012,Landing Page Submission,Organic Search,0,1,6.0,428.0,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
7103,595003,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
7104,594984,Landing Page Submission,Direct Traffic,0,0,9.0,78.0,4.5,SMS Sent,India,Hospitality Management,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,0
7105,594978,API,Olark Chat,0,1,10.0,1290.0,2.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,1
7106,594967,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0
7107,594964,API,Google,0,0,2.0,29.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
7108,594961,API,Organic Search,0,1,4.0,763.0,2.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Busy,Mumbai,0
7109,594949,Landing Page Submission,Direct Traffic,0,0,2.0,463.0,2.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,opp hangup,Other Cities of Maharashtra,1
7110,594942,API,Google,0,0,2.0,217.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,Graduation in progress,Mumbai,0
7111,594938,Landing Page Submission,Direct Traffic,0,0,2.0,90.0,2.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,,Mumbai,1
7112,594937,API,Google,0,0,5.0,167.0,5.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
7113,594936,Landing Page Submission,Google,0,1,3.0,620.0,1.5,SMS Sent,India,IT Projects Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,1
7114,594933,Landing Page Submission,Google,0,0,3.0,93.0,3.0,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
7115,594919,Landing Page Submission,Organic Search,0,0,10.0,144.0,5.0,Email Link Clicked,India,Hospitality Management,Unemployed,Better Career Prospects,Ringing,Other Cities,0
7116,594910,API,Olark Chat,0,1,0.0,0.0,0.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,0
7117,594884,Landing Page Submission,Organic Search,0,1,3.0,1375.0,3.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1
7118,594881,Landing Page Submission,Direct Traffic,0,0,2.0,1396.0,2.0,Email Link Clicked,India,IT Projects Management,Unemployed,Better Career Prospects,Already a student,Other Cities of Maharashtra,1
7119,594875,Landing Page Submission,Direct Traffic,1,0,2.0,247.0,2.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,,Other Metro Cities,1
7120,594858,API,Olark Chat,0,1,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
7121,594854,Landing Page Submission,Direct Traffic,0,1,4.0,1063.0,4.0,Email Opened,India,Finance Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,1
7122,594849,Landing Page Submission,Direct Traffic,1,0,1.0,258.0,1.0,Email Bounced,United States,,Unemployed,Better Career Prospects,Already a student,Mumbai,0
7123,594848,API,Olark Chat,0,0,1.0,170.0,1.0,Form Submitted on Website,India,Human Resource Management,Unemployed,Better Career Prospects,,Other Cities,0
7124,594837,Landing Page Submission,Direct Traffic,0,0,2.0,219.0,2.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,Ringing,Other Cities,1
7125,594833,Landing Page Submission,Direct Traffic,0,1,3.0,692.0,3.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1
7126,594803,Landing Page Submission,Google,0,1,4.0,1647.0,4.0,Email Opened,India,E-COMMERCE,Businessman,Better Career Prospects,Will revert after reading the email,Tier II Cities,0
7127,594796,API,Organic Search,0,1,8.0,257.0,4.0,Email Opened,India,Finance Management,Working Professional,Better Career Prospects,Closed by Horizzon,Mumbai,1
7128,594789,API,Organic Search,0,1,9.0,1115.0,2.25,Email Opened,India,Hospitality Management,Working Professional,Better Career Prospects,Will revert after reading the email,Other Cities,0
7129,594786,API,Olark Chat,0,0,3.0,1599.0,1.5,Form Submitted on Website,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Other Cities,0
7130,594775,Landing Page Submission,Direct Traffic,1,0,7.0,1139.0,2.33,Email Bounced,India,Operations Management,Unemployed,Better Career Prospects,invalid number,Mumbai,1
7131,594771,Landing Page Submission,Direct Traffic,0,0,3.0,341.0,3.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,switched off,Mumbai,0
7132,594769,API,Organic Search,0,1,2.0,1248.0,1.0,Email Opened,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
7133,594761,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Already a student,Mumbai,0
7134,594758,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
7135,594757,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
7136,594744,Landing Page Submission,Direct Traffic,0,1,4.0,1115.0,1.33,Page Visited on Website,India,Finance Management,Working Professional,Better Career Prospects,Closed by Horizzon,Thane & Outskirts,1
7137,594743,API,Olark Chat,0,1,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
7138,594733,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Already a student,Mumbai,0
7139,594718,API,Olark Chat,0,0,0.0,0.0,0.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,University not recognized,Mumbai,0
7140,594705,Landing Page Submission,Direct Traffic,0,0,4.0,73.0,4.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,opp hangup,Mumbai,0
7141,594700,API,Olark Chat,1,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
7142,594698,Landing Page Submission,Direct Traffic,1,0,2.0,1103.0,2.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,switched off,Other Cities,0
7143,594696,API,Google,0,0,2.0,144.0,2.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0
7144,594686,Landing Page Submission,Google,0,0,3.0,36.0,3.0,Form Submitted on Website,India,Finance Management,Working Professional,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
7145,594679,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Graduation in progress,Mumbai,0
7146,594671,Landing Page Submission,Direct Traffic,0,0,1.0,290.0,1.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,opp hangup,Mumbai,1
7147,594655,API,Organic Search,0,0,5.0,168.0,2.5,Email Opened,United Arab Emirates,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
7148,594650,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
7149,594647,Landing Page Submission,Direct Traffic,1,0,2.0,410.0,2.0,Email Bounced,India,Finance Management,Unemployed,Better Career Prospects,,Thane & Outskirts,1
7150,594646,Landing Page Submission,Google,0,1,8.0,735.0,6.0,Email Opened,India,Supply Chain Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
7151,594641,API,Olark Chat,0,0,0.0,0.0,0.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,,Mumbai,0
7152,594636,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
